A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|(sensação -> de)
(insegurança -> de)
(poder -> público)
(público -> de)
(eram -> características)
(características -> sensação)
(características -> debilidade)
(debilidade -> de)
(poder -> público)
(público -> de)
(final -> século)
(século -> de)
(18 -> século)
(18 -> de)
(Estados -> Unidos)
(Unidos -> de)
(final -> 18)
(versão -> segundo)
(versão -> aceita)
(seu -> palavra)
(teria -> sido)
(sido -> inventada)
(inventada -> palavra)
(palavra -> partir)
(prática -> adotada)
(adotada -> partir)
(Lynch -> juiz)
(Lynch -> um)
(juiz -> condenar)
(juiz -> executar)
(adversários -> execuçãolhe)
(processo -> legal)
(devido -> processo)
(processo -> legal)
(-> processo)
GoldTree |:|...<@>divulgados<@>punct<#>casos<@>divulgados<@>nsubj<#>positivos<@>casos<@>amod<#>de<@>dengue<@>case<#>dengue<@>casos<@>nmod<#>em<@>Monte<@>case<#>Monte<@>casos<@>nmod<#>Aprazível<@>Monte<@>flat<#>(<@>km<@>punct<#>38<@>km<@>nummod<#>km<@>Monte<@>appos<#>de<@>Rio<@>case<#>Rio<@>km<@>nmod<#>Preto-SP<@>Rio<@>flat<#>)<@>km<@>punct<#>foram<@>divulgados<@>aux<#>divulgados<@>root<@>root<#>ontem<@>divulgados<@>advmod<#>por<@>Ersa<@>case<#>o<@>Ersa<@>det<#>Ersa<@>divulgados<@>obl<#>(<@>Escritório<@>punct<#>Escritório<@>Ersa<@>appos<#>Regional<@>Escritório<@>flat<#>de<@>Saúde<@>case<#>Saúde<@>Escritório<@>nmod<#>)<@>Escritório<@>punct<#>de<@>Rio<@>case<#>Rio<@>Ersa<@>nmod<#>Preto<@>Rio<@>flat<#>.<@>divulgados<@>punct
>--<
A região vive uma epidemia de a doença .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A região vive uma epidemia de a doença .", usando o formato (token dependente -> token cabeça).
REPLY|:|(A -> vive)
(região -> vive)
(epidemia -> vive)
(uma -> epidemia)
(. -> vive)
(doença -> de)
(. -> de)
(uma -> doença)
REFINE [(região]
REFINE [(região]
REFINE [(região]
REFINE [(região]
REFINE [região]
REFINE [região]
-----------END REFINE---------
REFINE [vive)]
REFINE [vive)]
REFINE [vive)]
REFINE [vive)]
REFINE [vive]
-----------END REFINE---------
REFINE [(epidemia]
REFINE [(epidemia]
REFINE [(epidemia]
REFINE [(epidemia]
REFINE [epidemia]
REFINE [epidemia]
-----------END REFINE---------
REFINE [vive)]
REFINE [vive)]
REFINE [vive)]
REFINE [vive)]
REFINE [vive]
-----------END REFINE---------
REFINE [(uma]
REFINE [(uma]
REFINE [(uma]
REFINE [(uma]
REFINE [uma]
REFINE [uma]
-----------END REFINE---------
REFINE [epidemia)]
REFINE [epidemia)]
REFINE [epidemia)]
REFINE [epidemia)]
REFINE [epidemia]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [vive)]
REFINE [vive)]
REFINE [vive)]
REFINE [vive)]
REFINE [vive]
-----------END REFINE---------
REFINE [(doença]
REFINE [(doença]
REFINE [(doença]
REFINE [(doença]
REFINE [doença]
REFINE [doença]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(uma]
REFINE [(uma]
REFINE [(uma]
REFINE [(uma]
REFINE [uma]
REFINE [uma]
-----------END REFINE---------
REFINE [doença)]
REFINE [doença)]
REFINE [doença)]
REFINE [doença)]
REFINE [doença]
-----------END REFINE---------
chatGPT|:|região<@>vive<#>epidemia<@>vive<#>uma<@>epidemia<#>.<@>vive<#>doença<@>de<#>.<@>de<#>uma<@>doença|:|UDA:0.556<#>DDA: 0.444
GoldTree |:|A<@>região<@>det<#>região<@>vive<@>nsubj<#>vive<@>root<@>root<#>uma<@>epidemia<@>det<#>epidemia<@>vive<@>obj<#>de<@>doença<@>case<#>a<@>doença<@>det<#>doença<@>epidemia<@>nmod<#>.<@>vive<@>punct
>--<
A cidade de Monte Aprazível tem 68 casos confirmados .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A cidade de Monte Aprazível tem 68 casos confirmados .", usando o formato (token dependente -> token cabeça).
REPLY|:|(A -> cidade)
(cidade -> de)
(de -> Aprazível)
(Monte -> Aprazível)
(Aprazível -> tem)
(tem -> casos)
(casos -> confirmados)
(confirmados -> .)
REFINE [(cidade]
REFINE [(cidade]
REFINE [(cidade]
REFINE [(cidade]
REFINE [cidade]
REFINE [cidade]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Aprazível)]
REFINE [Aprazível)]
REFINE [Aprazível)]
REFINE [Aprazível)]
REFINE [Aprazível]
-----------END REFINE---------
REFINE [(Monte]
REFINE [(Monte]
REFINE [(Monte]
REFINE [(Monte]
REFINE [Monte]
REFINE [Monte]
-----------END REFINE---------
REFINE [Aprazível)]
REFINE [Aprazível)]
REFINE [Aprazível)]
REFINE [Aprazível)]
REFINE [Aprazível]
-----------END REFINE---------
REFINE [(Aprazível]
REFINE [(Aprazível]
REFINE [(Aprazível]
REFINE [(Aprazível]
REFINE [Aprazível]
REFINE [Aprazível]
-----------END REFINE---------
REFINE [tem)]
REFINE [tem)]
REFINE [tem)]
REFINE [tem)]
REFINE [tem]
-----------END REFINE---------
REFINE [(tem]
REFINE [(tem]
REFINE [(tem]
REFINE [(tem]
REFINE [tem]
REFINE [tem]
-----------END REFINE---------
REFINE [casos)]
REFINE [casos)]
REFINE [casos)]
REFINE [casos)]
REFINE [casos]
-----------END REFINE---------
REFINE [(casos]
REFINE [(casos]
REFINE [(casos]
REFINE [(casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [confirmados)]
REFINE [confirmados)]
REFINE [confirmados)]
REFINE [confirmados)]
REFINE [confirmados]
-----------END REFINE---------
REFINE [(confirmados]
REFINE [(confirmados]
REFINE [(confirmados]
REFINE [(confirmados]
REFINE [confirmados]
REFINE [confirmados]
-----------END REFINE---------
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.]
-----------END REFINE---------
chatGPT|:|cidade<@>de<#>de<@>Aprazível<#>Monte<@>Aprazível<#>Aprazível<@>tem<#>tem<@>casos<#>casos<@>confirmados<#>confirmados<@>.|:|UDA:0.300<#>DDA: 0.000
GoldTree |:|A<@>cidade<@>det<#>cidade<@>tem<@>nsubj<#>de<@>Monte<@>case<#>Monte<@>cidade<@>nmod<#>Aprazível<@>Monte<@>flat<#>tem<@>root<@>root<#>68<@>casos<@>nummod<#>casos<@>tem<@>obj<#>confirmados<@>casos<@>acl<#>.<@>tem<@>punct
>--<
Rio Preto tem três casos positivos .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Rio Preto tem três casos positivos .", usando o formato (token dependente -> token cabeça).
REPLY|:|(Rio -> tem)
(Preto -> Rio)
(tres -> casos)
(casos -> tem)
(positivos -> casos)
(. -> tem)
REFINE [(Preto]
REFINE [(Preto]
REFINE [(Preto]
REFINE [(Preto]
REFINE [Preto]
REFINE [Preto]
-----------END REFINE---------
REFINE [Rio)]
REFINE [Rio)]
REFINE [Rio)]
REFINE [Rio)]
REFINE [Rio]
-----------END REFINE---------
REFINE [(tres]
REFINE [(tres]
REFINE [(tres]
REFINE [(tres]
REFINE [tres]
REFINE [tres]
-----------END REFINE---------
REFINE [casos)]
REFINE [casos)]
REFINE [casos)]
REFINE [casos)]
REFINE [casos]
-----------END REFINE---------
REFINE [(casos]
REFINE [(casos]
REFINE [(casos]
REFINE [(casos]
REFINE [casos]
REFINE [casos]
-----------END REFINE---------
REFINE [tem)]
REFINE [tem)]
REFINE [tem)]
REFINE [tem)]
REFINE [tem]
-----------END REFINE---------
REFINE [(positivos]
REFINE [(positivos]
REFINE [(positivos]
REFINE [(positivos]
REFINE [positivos]
REFINE [positivos]
-----------END REFINE---------
REFINE [casos)]
REFINE [casos)]
REFINE [casos)]
REFINE [casos)]
REFINE [casos]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [tem)]
REFINE [tem)]
REFINE [tem)]
REFINE [tem)]
REFINE [tem]
-----------END REFINE---------
chatGPT|:|Preto<@>Rio<#>tres<@>casos<#>casos<@>tem<#>positivos<@>casos<#>.<@>tem|:|UDA:0.571<#>DDA: 0.571
GoldTree |:|Rio<@>tem<@>nsubj<#>Preto<@>Rio<@>flat<#>tem<@>root<@>root<#>três<@>casos<@>nummod<#>casos<@>tem<@>obj<#>positivos<@>casos<@>amod<#>.<@>tem<@>punct
>--<
Policiais Federais de o MS entram em greve
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Policiais Federais de o MS entram em greve", usando o formato (token dependente -> token cabeça).
REPLY|:|(Policiais -> Federais)
(Federais -> MS)
(MS -> entram)
(entram -> greve)
(greve -> em)
(em -> greve)
(greve -> root)
REFINE [(Federais]
REFINE [(Federais]
REFINE [(Federais]
REFINE [(Federais]
REFINE [Federais]
REFINE [Federais]
-----------END REFINE---------
REFINE [MS)]
REFINE [MS)]
REFINE [MS)]
REFINE [MS)]
REFINE [MS]
-----------END REFINE---------
REFINE [(MS]
REFINE [(MS]
REFINE [(MS]
REFINE [(MS]
REFINE [MS]
REFINE [MS]
-----------END REFINE---------
REFINE [entram)]
REFINE [entram)]
REFINE [entram)]
REFINE [entram)]
REFINE [entram]
-----------END REFINE---------
REFINE [(entram]
REFINE [(entram]
REFINE [(entram]
REFINE [(entram]
REFINE [entram]
REFINE [entram]
-----------END REFINE---------
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve]
-----------END REFINE---------
REFINE [(greve]
REFINE [(greve]
REFINE [(greve]
REFINE [(greve]
REFINE [greve]
REFINE [greve]
-----------END REFINE---------
REFINE [em)]
REFINE [em)]
REFINE [em)]
REFINE [em)]
REFINE [em]
-----------END REFINE---------
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve]
-----------END REFINE---------
REFINE [(greve]
REFINE [(greve]
REFINE [(greve]
REFINE [(greve]
REFINE [greve]
REFINE [greve]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
chatGPT|:|Federais<@>MS<#>MS<@>entram<#>entram<@>greve<#>greve<@>em<#>em<@>greve<#>greve<@>root|:|UDA:0.250<#>DDA: 0.000
GoldTree |:|Policiais<@>entram<@>nsubj<#>Federais<@>Policiais<@>amod<#>de<@>MS<@>case<#>o<@>MS<@>det<#>MS<@>Policiais<@>nmod<#>entram<@>root<@>root<#>em<@>greve<@>case<#>greve<@>entram<@>obl
>--<
Os policiais federais de Mato Grosso de o Sul entraram em greve ontem , em adesão a o movimento iniciado em o Distrito Federal .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Os policiais federais de Mato Grosso de o Sul entraram em greve ontem , em adesão a o movimento iniciado em o Distrito Federal .", usando o formato (token dependente -> token cabeça).
REPLY|:|As relações de dependência sintática na sentença "Os policiais federais de Mato Grosso de o Sul entraram em greve ontem, em adesão a o movimento iniciado em o Distrito Federal." são:

(entraram -> policiais)
(Mato -> policiais)
(Grosso -> Mato)
(de -> federais)
(federais -> policiais)
(Sul -> federais)
(em -> greve)
(ontem -> entraram)
(adesão -> greve)
(iniciado -> movimento)
(Distrito -> iniciado)
(Federal -> Distrito)
(em -> iniciado)
REFINE [(entraram]
REFINE [(entraram]
REFINE [(entraram]
REFINE [(entraram]
REFINE [entraram]
REFINE [entraram]
-----------END REFINE---------
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais]
-----------END REFINE---------
REFINE [(Grosso]
REFINE [(Grosso]
REFINE [(Grosso]
REFINE [(Grosso]
REFINE [Grosso]
REFINE [Grosso]
-----------END REFINE---------
REFINE [Mato)]
REFINE [Mato)]
REFINE [Mato)]
REFINE [Mato)]
REFINE [Mato]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [federais)]
REFINE [federais)]
REFINE [federais)]
REFINE [federais)]
REFINE [federais]
-----------END REFINE---------
REFINE [(federais]
REFINE [(federais]
REFINE [(federais]
REFINE [(federais]
REFINE [federais]
REFINE [federais]
-----------END REFINE---------
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais)]
REFINE [policiais]
-----------END REFINE---------
REFINE [(Sul]
REFINE [(Sul]
REFINE [(Sul]
REFINE [(Sul]
REFINE [Sul]
REFINE [Sul]
-----------END REFINE---------
REFINE [federais)]
REFINE [federais)]
REFINE [federais)]
REFINE [federais)]
REFINE [federais]
-----------END REFINE---------
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve]
-----------END REFINE---------
REFINE [(ontem]
REFINE [(ontem]
REFINE [(ontem]
REFINE [(ontem]
REFINE [ontem]
REFINE [ontem]
-----------END REFINE---------
REFINE [entraram)]
REFINE [entraram)]
REFINE [entraram)]
REFINE [entraram)]
REFINE [entraram]
-----------END REFINE---------
REFINE [(adesão]
REFINE [(adesão]
REFINE [(adesão]
REFINE [(adesão]
REFINE [adesão]
REFINE [adesão]
-----------END REFINE---------
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve)]
REFINE [greve]
-----------END REFINE---------
REFINE [(iniciado]
REFINE [(iniciado]
REFINE [(iniciado]
REFINE [(iniciado]
REFINE [iniciado]
REFINE [iniciado]
-----------END REFINE---------
REFINE [movimento)]
REFINE [movimento)]
REFINE [movimento)]
REFINE [movimento)]
REFINE [movimento]
-----------END REFINE---------
REFINE [(Distrito]
REFINE [(Distrito]
REFINE [(Distrito]
REFINE [(Distrito]
REFINE [Distrito]
REFINE [Distrito]
-----------END REFINE---------
REFINE [iniciado)]
REFINE [iniciado)]
REFINE [iniciado)]
REFINE [iniciado)]
REFINE [iniciado]
-----------END REFINE---------
REFINE [(Federal]
REFINE [(Federal]
REFINE [(Federal]
REFINE [(Federal]
REFINE [Federal]
REFINE [Federal]
-----------END REFINE---------
REFINE [Distrito)]
REFINE [Distrito)]
REFINE [Distrito)]
REFINE [Distrito)]
REFINE [Distrito]
-----------END REFINE---------
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [iniciado)]
REFINE [iniciado)]
REFINE [iniciado)]
REFINE [iniciado)]
REFINE [iniciado]
-----------END REFINE---------
chatGPT|:|<@><#>entraram<@>policiais<#>Mato<@>policiais<#>Grosso<@>Mato<#>de<@>federais<#>federais<@>policiais<#>Sul<@>federais<#>em<@>greve<#>ontem<@>entraram<#>adesão<@>greve<#>iniciado<@>movimento<#>Distrito<@>iniciado<#>Federal<@>Distrito<#>em<@>iniciado|:|UDA:0.360<#>DDA: 0.320
GoldTree |:|Os<@>policiais<@>det<#>policiais<@>entraram<@>nsubj<#>federais<@>policiais<@>amod<#>de<@>Mato<@>case<#>Mato<@>policiais<@>nmod<#>Grosso<@>Mato<@>flat<#>de<@>Sul<@>case<#>o<@>Sul<@>det<#>Sul<@>Mato<@>nmod<#>entraram<@>root<@>root<#>em<@>greve<@>case<#>greve<@>entraram<@>obl<#>ontem<@>entraram<@>advmod<#>,<@>adesão<@>punct<#>em<@>adesão<@>case<#>adesão<@>entraram<@>obl<#>a<@>movimento<@>case<#>o<@>movimento<@>det<#>movimento<@>adesão<@>nmod<#>iniciado<@>movimento<@>acl<#>em<@>Distrito<@>case<#>o<@>Distrito<@>det<#>Distrito<@>iniciado<@>obl<#>Federal<@>Distrito<@>flat<#>.<@>entraram<@>punct
>--<
A reivindicação é de equiparação salarial com a Polícia Civil de o DF , o que representaria um reajuste de 300 % .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A reivindicação é de equiparação salarial com a Polícia Civil de o DF , o que representaria um reajuste de 300 % .", usando o formato (token dependente -> token cabeça).
REPLY|:|(reivindicação -> é)
(de -> reivindicação)
(equiparação -> reivindicação)
(salarial -> equiparação)
(com -> equiparação)
(Polícia Civil -> com)
(de -> Polícia Civil)
(o -> Polícia Civil)
(DF -> Polícia Civil)
(, -> reajuste)
(o -> reajuste)
(que -> representaria)
(representaria -> reajuste)
(um -> reajuste)
(reajuste -> é)
(de -> reajuste)
(300 -> reajuste)
(% -> reajuste)
(. -> é)
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [reivindicação)]
REFINE [reivindicação)]
REFINE [reivindicação)]
REFINE [reivindicação)]
REFINE [reivindicação]
-----------END REFINE---------
REFINE [(equiparação]
REFINE [(equiparação]
REFINE [(equiparação]
REFINE [(equiparação]
REFINE [equiparação]
REFINE [equiparação]
-----------END REFINE---------
REFINE [reivindicação)]
REFINE [reivindicação)]
REFINE [reivindicação)]
REFINE [reivindicação)]
REFINE [reivindicação]
-----------END REFINE---------
REFINE [(salarial]
REFINE [(salarial]
REFINE [(salarial]
REFINE [(salarial]
REFINE [salarial]
REFINE [salarial]
-----------END REFINE---------
REFINE [equiparação)]
REFINE [equiparação)]
REFINE [equiparação)]
REFINE [equiparação)]
REFINE [equiparação]
-----------END REFINE---------
REFINE [(com]
REFINE [(com]
REFINE [(com]
REFINE [(com]
REFINE [com]
REFINE [com]
-----------END REFINE---------
REFINE [equiparação)]
REFINE [equiparação)]
REFINE [equiparação)]
REFINE [equiparação)]
REFINE [equiparação]
-----------END REFINE---------
REFINE [(Polícia Civil]
REFINE [(Polícia Civil]
REFINE [Civil]
REFINE [Civil]
REFINE [Civil]
REFINE [Civil]
-----------END REFINE---------
REFINE [com)]
REFINE [com)]
REFINE [com)]
REFINE [com)]
REFINE [com]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Polícia Civil)]
REFINE [Polícia Civil)]
REFINE [Polícia]
REFINE [Polícia]
REFINE [Polícia]
-----------END REFINE---------
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [Polícia Civil)]
REFINE [Polícia Civil)]
REFINE [Polícia]
REFINE [Polícia]
REFINE [Polícia]
-----------END REFINE---------
REFINE [(DF]
REFINE [(DF]
REFINE [(DF]
REFINE [(DF]
REFINE [DF]
REFINE [DF]
-----------END REFINE---------
REFINE [Polícia Civil)]
REFINE [Polícia Civil)]
REFINE [Polícia]
REFINE [Polícia]
REFINE [Polícia]
-----------END REFINE---------
REFINE [(,]
REFINE [(,]
REFINE [(,]
REFINE [(,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(que]
REFINE [(que]
REFINE [(que]
REFINE [(que]
REFINE [que]
REFINE [que]
-----------END REFINE---------
REFINE [representaria)]
REFINE [representaria)]
REFINE [representaria)]
REFINE [representaria)]
REFINE [representaria]
-----------END REFINE---------
REFINE [(representaria]
REFINE [(representaria]
REFINE [(representaria]
REFINE [(representaria]
REFINE [representaria]
REFINE [representaria]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(um]
REFINE [(um]
REFINE [(um]
REFINE [(um]
REFINE [um]
REFINE [um]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(reajuste]
REFINE [(reajuste]
REFINE [(reajuste]
REFINE [(reajuste]
REFINE [reajuste]
REFINE [reajuste]
-----------END REFINE---------
REFINE [é)]
REFINE [é)]
REFINE [é)]
REFINE [é)]
REFINE [é]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(300]
REFINE [(300]
REFINE [(300]
REFINE [(300]
REFINE [300]
REFINE [300]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(%]
REFINE [(%]
REFINE [(%]
REFINE [(%]
REFINE [%]
REFINE [%]
-----------END REFINE---------
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste)]
REFINE [reajuste]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [é)]
REFINE [é)]
REFINE [é)]
REFINE [é)]
REFINE [é]
-----------END REFINE---------
chatGPT|:|de<@>reivindicação<#>equiparação<@>reivindicação<#>salarial<@>equiparação<#>com<@>equiparação<#>Civil<@>com<#>de<@>Polícia<#>o<@>Polícia<#>DF<@>Polícia<#>,<@>reajuste<#>o<@>reajuste<#>que<@>representaria<#>representaria<@>reajuste<#>um<@>reajuste<#>reajuste<@>é<#>de<@>reajuste<#>300<@>reajuste<#>%<@>reajuste<#>.<@>é|:|UDA:0.304<#>DDA: 0.217
